Size, Proteins
5,"Energy-converting hydrogenase B subunit P EhbPgm03635:BRM9_RS01155","Energy-converting hydrogenase B subunit G EhbGgm03635:BRM9_RS01110","Energy-converting hydrogenase B subunit J EhbJgm03635:BRM9_RS01125","Multiple resistance and pH regulation protein Fgm03635:BRM9_RS01085","Putative monovalent cation/H+ antiporter subunit Ggm03635:BRM9_RS01090"
5,"DEHA2E03938pcdu:CD36_32690","Dentin sialophosphoprotein precursorcdu:CD36_40890(2)","DEHA2F19294pcdu:CD36_29750","DEHA2D18656pcdu:CD36_15960","DEHA2G15356pcdu:CD36_05990"
5,"Predicted in CGMbafe:BAFK78_S017","Hypothetical proteinbafe:BAFK78_S015","Protein of unknown function superfamilybafe:BAFK78_N002","Hypothetical proteinbafe:BAFK78_N010","Borrelia protein of unknown function superfamilybafe:BAFK78_N016"
5,"Hypothetical proteinaja:AJAP_RS10940","Hypothetical proteinaja:AJAP_RS25760","Hypothetical proteinaja:AJAP_RS25185","Hypothetical proteinaja:AJAP_RS26740","Hypothetical proteinaja:AJAP_RS32305"
5,"Hypothetical proteinaja:AJAP_RS27090","Hypothetical proteinaja:AJAP_RS00610","Hypothetical proteinaja:AJAP_RS41365","Hypothetical proteinaja:AJAP_RS27085","Hypothetical proteinaja:AJAP_RS34010"
5,"Hypothetical proteinmmq:MMARC5_1190","Hypothetical proteinmmq:MMARC5_0710","Hypothetical proteinmmq:MMARC5_0560(1)","Hypothetical proteinmmq:MMARC5_1688(2)","Hypothetical proteinmmq:MMARC5_1101"
5,"Hypothetical proteinmbg:BN140_2013","TIR domain-containing proteinmbg:BN140_0239","Hypothetical proteinmbg:BN140_2229","Hypothetical proteinmbg:BN140_1894","Roadblock/LC7 family proteinmbg:BN140_0177"
5,"Predicted coding region BBG11bafe:BAFK78_F007","Blasticidin-S acetyltransferasebafe:BAFK78_I022(3)","Lipoproteinbafe:BAFK78_G006","Exported protein Abafe:BAFK78_V039","Predicted coding region BBI18bafe:BAFK78_I013"
5,"Hypothetical proteinldo:LDBPK_252010","Hypothetical proteinldo:LDBPK_120661","Hypothetical proteinldo:LDBPK_270820(1)","Hypothetical proteinldo:LDBPK_261720","Hypothetical proteinldo:LDBPK_040140"
5,"Hypothetical proteinhxa:HALXA_0786","Protein of unknown function (DUF2581)hxa:HALXA_1180","Hypothetical proteinhxa:HALXA_2100(1)","Hypothetical proteinhxa:HALXA_1493","Hypothetical proteinhxa:HALXA_4146"
5,"Hypothetical proteinasc:ASAC_0887","Hypothetical proteinasc:ASAC_0172","Rubrerythrinasc:ASAC_0180","Hypothetical proteinasc:ASAC_1121","Chromatin protein Cren7asc:ASAC_0831"
5,"Hypothetical proteinlmd:METH_RS12530","S-adenosyl-L-methionine methyltransferaselmd:METH_RS01955","Hypothetical proteinlmd:METH_RS04465","Hypothetical proteinlmd:METH_RS07255","Hypothetical proteinlmd:METH_RS19805"
5,"Coiled-coil domain-containing protein 40 isoform 1pfa:PF11_0089","Coiled-coil domain-containing protein 147 isoform X1pfa:PFF1285W","Flagellar radial spoke protein-like, putativepfa:PF11_0057","Conserved Plasmodium protein, unknown functionpfa:PF07_0055","Coiled-coil domain-containing protein 39pfa:MAL8P1.12(2)"
5,"Hypothetical proteinmad:HP15_RS15550","Hypothetical proteinmad:HP15_RS09320","Carbohydrate-binding proteinmad:HP15_RS17685","Hypothetical proteinmad:HP15_RS01220","Hypothetical proteinmad:HP15_RS08630"
5,"Hypothetical proteingm03820:VU15_RS13520","Hypothetical proteingm03820:VU15_RS06160","Transcriptional regulatorgm03820:VU15_RS04705","Hypothetical proteingm03820:VU15_RS17245","Putative membrane proteingm03820:VU15_RS02370"
5,"Hypothetical proteinaor:AOR_1_1308024","Hypothetical proteinaor:AOR_1_30024","Peptidase asparticaor:AOR_1_806074","Hypothetical proteinaor:AOR_1_330154(1)","Hypothetical proteinaor:AOR_1_926194"
5,"Membrane proteinrav:AAT18_06750","Hypothetical proteinrav:AAT18_18405","Hypothetical proteinrav:AAT18_06550","Hypothetical proteinrav:AAT18_13990","Hypothetical proteinrav:AAT18_06820"
5,"Centrin-binding protein Sfi1, putative (AFU_orthologue; AFUA_1G13700)afm:AFUA_1G13700(1)","Hypothetical proteinafm:AFUA_6G03240","Hypothetical proteinafm:AFUA_5G05860","Hypothetical proteinafm:AFUA_4G04465","Hypothetical proteinafm:AFUA_3G00970"
5,"Conserved Plasmodium proteinpfa:PF11_0425","PST-A proteinpfa:PF10_0020","Conserved Plasmodium protein, unknown functionpfa:PF14_0310","Conserved Plasmodium protein, unknown functionpfa:PFF0805C","Conserved Plasmodium protein, unknown functionpfa:MAL8P1.55"
5,"Hypothetical proteinamz:B737_RS22925","Hypothetical proteinamz:B737_RS22515","Hypothetical proteinamz:B737_RS27510","Predicted in CGMamz:B737_RS28130","Hypothetical proteinamz:B737_RS43940"
5,"GTP binding protein (Bud4)spo:SPAPYUG7.03C(1)","Chromosome segregation protein Spc105, putative (AFU_orthologue; AFUA_2G04140)spo:SPCC1020.02(2)","Borealin N terminal domain-containing proteinspo:SPBC725.12","Sad1 interacting factor 1spo:SPCC1235.06","Inositol polyphosphate phosphatasespo:SPAC9G1.10C(1)"
5,"Hypothetical proteinafm:AFUA_4G11320(1)","Extracellular serine-rich proteinafm:AFUA_6G00670","Aflatoxin biosynthesis ketoreductase nor-1afm:AFUA_5G14120(3)","Hypothetical proteinafm:AFUA_4G11640","Hypothetical proteinafm:AFUA_4G03060"
5,"Hypothetical proteinani:AN7442.2","Hypothetical proteinani:AN8536.2(2)","Hypothetical proteinani:AN5244.2","Hypothetical proteinani:AN4747.2","Hypothetical proteinani:AN5418.2"
5,"Hypothetical proteinmac:MA2386","Hypothetical proteinmac:MA0876","Hypothetical proteinmac:MA0259","Hypothetical proteinmac:MA3636","Hypothetical proteinmac:PL4060"
5,"Predicted in CGMaho:AHOS_0204","HEPN domain-containing proteinaho:AHOS_1542","Predicted in CGMaho:AHOS_0027","Hypothetical proteinaho:AHOS_0339","Hypothetical proteinaho:AHOS_1556"
5,"Vac17pkaf:KAFR_0D00120","YLR225Ckaf:KAFR_0E02600","Frt1pkaf:KAFR_0D01150","Apq12pkaf:KAFR_0C02440","Fmp16pkaf:KAFR_0C02600"
5,"Mtw1pddi:DDB_G0284147","Protein Boi1pddi:DDB_G0291974(1)","Pin4pddi:DDB_G0286331(2)","Ldb17pddi:DDB_G0293098","Vid27pddi:DDB_G0274813(1)"
5,"Hypothetical proteinmcj:MCON_0802","S-layer domain proteinmcj:MCON_2247","Ribosomal protein S6mcj:MCON_0167","F420H2 dehydrogenase subunitmcj:MCON_2389","Hypothetical proteinmcj:MCON_3078"
5,"CG10841, isoform Aldo:LDBPK_110810","Nufipldo:LDBPK_290630","CG42372, isoform Aldo:LDBPK_140590","CG42699ldo:LDBPK_231370","CG34124ldo:LDBPK_141530(2)"
5,"Pyrrolo-quinoline quinoneafs:AFR_RS41410","Hypothetical proteinafs:AFR_RS30190","Hypothetical proteinafs:AFR_RS30080","Hypothetical proteinafs:AFR_RS01990","Hypothetical proteinafs:AFR_RS42115"
5,"Hypothetical proteinhhi:HAH_2866","Hypothetical proteinhhi:HAH_0126","Hypothetical proteinhhi:HAH_2643","Hypothetical proteinhhi:HAH_1968","Hypothetical proteinhhi:HAH_0707"
5,"Hypothetical proteingm03635:BRM9_RS09460","PRC-barrel domain-containing proteingm03635:BRM9_RS03655","Hypothetical proteingm03635:BRM9_RS09195","Hypothetical proteingm03635:BRM9_RS06990","Hypothetical proteingm03635:BRM9_RS11435"
5,"Hypothetical proteingm03720:AA314_RS02835","Hypothetical proteingm03720:AA314_RS13480","Hypothetical proteingm03720:AA314_RS13000","Hypothetical proteingm03720:AA314_RS00070","Hypothetical proteingm03720:AA314_RS01640"
5,"Cytochrome b559 subunit alphaglj:GKIL_RS15625","Photosystem II reaction center proteinglj:GKIL_RS12145(2)","Photosystem II chlorophyll-binding protein CP47glj:GKIL_RS05155","Photosystem II reaction center Psb28 proteinglj:GKIL_RS19390","Photosystem II reaction center protein Hglj:GKIL_RS05165"
5,"Coiled-coil domain-containing protein C16orf93 isoform 1pfa:MAL13P1.339","Epsilon tubulin, putativepfa:PF14_0725","Axoneme central apparatus protein, putativepfa:PF11_0318","WD repeat-containing protein 66 isoform 1pfa:PFI0275W(1)","P-loop containing nucleoside triphospahte hydrolase, putativepfa:PFC0260W"
5,"F33H2.2ddi:DDB_G0274247","Putative phosphatidylinositol 4-kinase alphaddi:DDB_G0277537(2)","Mitochondrial calcium uptake 1ddi:DDB_G0287825","BTB/POZ domain-containing proteinddi:DDB_G0269022(1)","Translocon-associated protein subunit alpha isoform 1ddi:DDB_G0283497"
5,"Brx1p protein biogenesispfa:PF07_0122","DHHC zinc finger proteinpfa:PF10_0273","Bms1ppfa:PFA_0330W","Eukaryotic translation initiation factor proteinpfa:MAL13P1.63(3)","Proteasome regulatory subunitpfa:PF11_0303"
5,"Hypothetical proteingm03708:VU14_RS15035","Sigma-B regulator RsbSgm03708:VU14_RS20380","Hypothetical proteingm03708:VU14_RS04960","Hypothetical proteingm03708:VU14_RS04965","Hypothetical proteingm03708:VU14_RS05645"
5,"Hypothetical proteinani:AN0786.2","Glycoside hydrolase family 18 proteinani:AN3306.2(2)","Putative C2H2 finger domain transcription factor (Eurofung)ani:AN5252.2","M protein repeat protein (AFU_orthologue; AFUA_6G08660)ani:AN3906.2(1)","Hypothetical proteinani:AN1561.2"
5,"CUE domain-containing protein 1ddi:DDB_G0274365","U7 snRNA-associated Sm-like protein LSm11ddi:DDB_G0289453","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1ddi:DDB_G0271428","Integrator 6, isoform Addi:DDB_G0277953(1)","Ragulator complex protein LAMTOR3 isoform 1ddi:DDB_G0274833"
5,"Putative Zn(II)2Cys6 transcription factor (Eurofung)afm:AFUA_5G12930(2)","Integral membrane proteinafm:AFUA_5G14320","Integral membrane protein Pth11-likeafm:AFUA_7G06620","Fungal specific transcription factorafm:AFUA_7G00470","Hypothetical proteinafm:AFUA_8G05770"
5,"Hypothetical proteinaca:ACP_RS13470","Flagellar motor switch/type III secretory pathway proteinaca:ACP_RS01210","Hypothetical proteinaca:ACP_RS11305","Hypothetical proteinaca:ACP_RS13070","Hypothetical proteinaca:ACP_RS11235"
5,"Hypothetical proteinafm:AFUA_1G16860","C6 transcription factor Prfafm:AFUA_1G04140","Zn(II)2Cys6 transcription factor (Eurofung)afm:AFUA_4G14540","Hypothetical proteinafm:AFUA_1G01130","DUF636 domain protein (AFU_orthologue; AFUA_2G12650)afm:AFUA_2G12650"
5,"Hypothetical proteinafm:AFUA_4G10810","C6 transcription factor, putativeafm:AFUA_5G02270","Putative Zn(II)2Cys6 transcription factor (Eurofung)afm:AFUA_1G09190(1)","Hypothetical proteinafm:AFUA_5G00830(2)","AtmA proteinafm:AFUA_5G09810"
5,"Protein of unknown function DUF92 transmembranemhd:MARKY_RS10075","Diguanylate cyclasemhd:MARKY_RS10095","Hypothetical proteinmhd:MARKY_RS06565","Hypothetical proteinmhd:MARKY_RS10300","Hypothetical proteinmhd:MARKY_RS10490"
5,"Tetratricopeptide TPR_2 repeat proteinafw:ST2620","Amidohydrolaseafw:ANAE109_RS21620","Hypothetical proteinafw:ANAE109_RS20735","Hypothetical proteinafw:ANAE109_RS14870","Lipoproteinafw:ANAE109_RS08750"
5,"Hypothetical proteinxax:XACM_RS06545","NAD(P) transhydrogenase subunit alphaxax:XACM_RS04415(2)","Membrane proteinxax:XACM_RS16945","Hypothetical proteinxax:XACM_RS15860","Membrane proteinxax:XACM_RS08565"
5,"Hypothetical proteinnbr:O3I_RS07895","Molecular chaperonenbr:O3I_RS40505","Lipoprotein lppK precursornbr:O3I_RS27155","Hypothetical proteinnbr:O3I_RS02095","Hypothetical proteinnbr:O3I_RS00460"
5,"Hypothetical proteinacp:A2CP1_RS01120","Peptidase M23acp:A2CP1_RS19210","Hypothetical proteinacp:A2CP1_RS21960","Hypothetical proteinacp:A2CP1_RS07360","Hypothetical proteinacp:A2CP1_RS17415"
5,"Hypothetical proteinrsp:RSP_7627","Putative phosphosugar isomerasersp:RSP_3940","Hypothetical proteinrsp:RSP_1657","Hypothetical proteinrsp:RSP_0617","Hypothetical proteinrsp:RSP_7124"
5,"Hypothetical proteincav:RT28_RS03565","Type III secretion system ATPasecav:RT28_RS03305","Hypothetical proteincav:RT28_RS04505","Hypothetical proteincav:RT28_RS01575","YtxH-like family proteincav:RT28_RS00165"
5,"Nop53pddi:DDB_G0267572","Ire1pddi:DDB_G0267650","Apm4pddi:DDB_G0277139","Guanine nucleotide-binding protein subunit alphaddi:DDB_G0276267(2)","Ssm4pddi:DDB_G0285705(2)"
5,"Lipoproteindja:HY57_RS05315","Lysine 6-aminotransferasedja:HY57_RS08525(1)","Cytochrome Cdja:HY57_RS17475","Membrane proteindja:HY57_RS20105","Hypothetical proteindja:HY57_RS05200"
5,"Low complexity protein, possible apicomplexan conservedbbo:BBOV_IV004280(2)","DEAD box RNA helicase family proteinbbo:BBOV_III008270(1)","Hypothetical proteinbbo:BBOV_IV004390","Hypothetical proteinbbo:BBOV_II007010(1)","Hypothetical proteinbbo:BBOV_IV003960"
5,"Hypothetical proteinztr:MYCGRDRAFT_15483","Putative major facilitator superfamily transporterztr:MYCGRDRAFT_73123(2)","Mito ribosomal protein L18ztr:MYCGRDRAFT_109489","Hypothetical proteinztr:MYCGRDRAFT_94485","Hypothetical proteinztr:MYCGRDRAFT_107808"
5,"Peptidase S24ddh:DESDE_RS03500","Multidrug ABC transporter ATPaseddh:DESDE_RS03495","Cellulose-binding proteinddh:DESDE_RS03460","Hypothetical proteinddh:DESDE_RS03465","Hypothetical proteinddh:DESDE_RS12855"
6,"Hypothetical proteinbmf:01PS1616","Hypothetical proteinbmf:02PS1288","Predicted in CGMbmf:02ST661","Hypothetical proteinbmf:01PS210","Hypothetical proteinbmf:01PS846","Hypothetical proteinbmf:01PS1163"
6,"Glutamine amidotransferase, class Ibmf:01ST205","Hypothetical proteinbmf:02PS377","Hypothetical proteinbmf:02PS1266","Predicted in CGMbmf:01PL330","Hypothetical proteinbmf:01PS1274","Hypothetical proteinbmf:01PL945"
6,"Hypothetical proteinbma:01PS3754","Hypothetical proteinbma:01PS2389","Hypothetical proteinbma:01PS682","Hypothetical proteinbma:01PL1597","Predicted in CGMbma:01PL2139","Hypothetical proteinbma:01PL3019"
6,"Hypothetical proteinbml:01PS301","Hypothetical proteinbml:01PS3212","Hypothetical proteinbml:01PL2600","Hypothetical proteinbml:01PS1079","Hypothetical proteinbml:01PL503","Hypothetical proteinbml:01PS319"
6,"Hypothetical proteinbml:01PL1734","Predicted in CGMbml:01PS1534","Predicted in CGMbml:01PS3408","Hypothetical proteinbml:01PS378","Predicted in CGMbml:01PS881","Hypothetical proteinbml:01PS2592"
6,"Hypothetical proteinbmv:BMASAVP1_A1583","Hypothetical proteinbmv:02PL1110","Predicted in CGMbmv:BMASAVP1_1277","Hypothetical proteinbmv:BMASAVP1_1397","Hypothetical proteinbmv:BMASAVP1_0492","Predicted in CGMbmv:01PS1919"
6,"Hypothetical proteingm03780:AAV29_RS10485","Phage capsid proteingm03780:AAV29_RS10955","Hypothetical proteingm03780:AAV29_RS10585","SPBc2 prophage-derived uncharacterized protein YorPgm03780:AAV29_RS10540","SPBc2 prophage-derived uncharacterized protein YorRgm03780:AAV29_RS10535","Nucleic acid-binding proteingm03780:AAV29_RS10515"
6,"Hypothetical proteinbdh:GV66_RS15415","Membrane proteinbdh:GV66_RS05295","Membrane proteinbdh:GV66_RS09370","Hypothetical proteinbdh:GV66_RS07985","Membrane proteinbdh:GV66_RS00475","Hypothetical proteinbdh:GV66_RS20760"
6,"Hypothetical proteincbg:CBUG_RS08200","Hypothetical proteincbg:CBUG_RS10115","Hypothetical proteincbg:CBUG_RS03070","Hypothetical membrane proteincbg:PL754","Hypothetical proteincbg:CBUG_RS06080","Hypothetical proteincbg:CBUG_RS06560"
6,"Hypothetical proteingm04455:CD630DERM_RS01365","Hypothetical proteingm04455:CD630DERM_RS12425","Hypothetical proteingm04455:CD630DERM_RS11995","Hypothetical proteingm04455:CD630DERM_RS10795","Hypothetical proteingm04455:CD630DERM_RS03655","Predicted in CGMgm04455:CD630DERM_RS02160"
6,"Periplasmic proteingm03954:VC76_RS01130","Periplasmic proteingm03954:VC76_RS05855","Periplasmic proteingm03954:VC76_RS05280","Periplasmic proteingm03954:VC76_RS04430","Hypothetical proteingm03954:VC76_RS02205","Membrane proteingm03954:VC76_RS02170"
6,"Hypothetical proteingm03155:O179_00920","Membrane proteingm03155:O179_04405","Membrane proteingm03155:O179_01970","Putative inclusion membrane proteingm03155:O179_01215","Inclusion membrane proteingm03155:O179_01210","Inclusion membrane proteingm03155:O179_01205"
6,"Hypothetical proteingka:PS2318","Predicted in CGMgka:ST2587","Predicted in CGMgka:PL2112","Hypothetical proteingka:PS3223","Hypothetical proteingka:ST261","Predicted in CGMgka:PS2341"
6,"Conserved exported protein of unknown functionnkr:NKOR_07920","Hypothetical proteinnkr:NKOR_05100","Hypothetical proteinnkr:NKOR_09630","Hypothetical proteinnkr:NKOR_03115","Hypothetical proteinnkr:NKOR_02805","Hypothetical proteinnkr:NKOR_07915"
6,"Hypothetical proteingm04032:AB183_RS01780","Hypothetical proteingm04032:AB183_RS01860","Hypothetical proteingm04032:AB183_RS01845","Hypothetical proteingm04032:AB183_RS01800","Hypothetical proteingm04032:AB183_RS01795","Hypothetical proteingm04032:AB183_RS01785"
6,"Putative uncharacterized proteinhiu:PS213","Hypothetical proteinhiu:PS2444","Predicted in CGMhiu:PL1480","Hypothetical proteinhiu:PS1300","Hypothetical proteinhiu:PS701","Na+/H+ antiporter NhaAhiu:PS383"
6,"Hypothetical proteingm04295:BRAT_RS12980(2)","Hypothetical proteingm04295:BRAT_RS17490(1)","Predicted in CGMgm04295:BRAT_RS17040","Predicted in CGMgm04295:BRAT_RS13425","Hypothetical proteingm04295:BRAT_RS12880(1)","Predicted in CGMgm04295:BRAT_RS12880(2)"
6,"Hypothetical proteinlin:LIN_RS12260","Hypothetical proteinlin:LIN_RS12290","Gp9lin:LIN_RS12285","Hypothetical proteinlin:LIN_RS12280","Hypothetical proteinlin:LIN_RS12275","Hypothetical proteinlin:LIN_RS12265"
6,"Hypothetical proteinmea:MEXAM1_RS05655","Hypothetical proteinmea:MEXAM1_RS21645","Hypothetical proteinmea:MEXAM1_RS14795","Hypothetical proteinmea:PL2354","Hypothetical proteinmea:MEXAM1_RS09710","Hypothetical proteinmea:MEXAM1_RS04720"
6,"Hypothetical proteinmea:MEXAM1_RS01650","Hypothetical proteinmea:MEXAM1_RS22860","Hypothetical proteinmea:MEXAM1_RS20395","Hypothetical proteinmea:PL2117","Hypothetical proteinmea:MEXAM1_RS04530","Hypothetical proteinmea:MEXAM1_RS01665"
6,"Hypothetical proteinpag:PL3427","Hypothetical proteinpag:PS6611","Predicted in CGMpag:PS2512","Hypothetical proteinpag:PS2667","Predicted in CGMpag:PS3135","Hypothetical proteinpag:PS3652"
6,"Hypothetical proteingm04473:EG09_RS30550","Hypothetical proteingm04473:EG09_RS16265","Hypothetical proteingm04473:EG09_RS10500","Hypothetical proteingm04473:EG09_RS10120","Hypothetical proteingm04473:EG09_RS03560","Hypothetical proteingm04473:EG09_RS02295"
6,"Hypothetical proteinses:PS3542","Hypothetical proteinses:SARI_03778","Predicted in CGMses:PS6234","Hypothetical proteinses:SARI_04645","Predicted in CGMses:PL1617","Predicted in CGMses:SARI_02047"
6,"Lipoproteintbe:TREBR_RS06735","Lipoproteintbe:TREBR_RS03120","Hypothetical proteintbe:TREBR_RS04620","Lipoproteintbe:TREBR_RS10720","DNA polymerase III subunit deltatbe:TREBR_RS10990(2)","Tetratricopeptide repeat domain proteintbe:TREBR_RS07845"
6,"Hypothetical proteintos:THEOS_RS03290","DNA mismatch repair protein MutTtos:THEOS_RS01255","Predicted in CGMtos:THEOS_RS06120(1)","DUF1049 domain-containing proteintos:THEOS_RS05900","Hypothetical proteintos:THEOS_RS07515","Hypothetical proteintos:THEOS_RS02280"
6,"Hypothetical proteinclb:CLO1100_RS05000","Ferrous iron transporter Aclb:CLO1100_RS01475(1)","Hypothetical proteinclb:CLO1100_RS02530","Hypothetical proteinclb:CLO1100_RS18035","Hypothetical proteinclb:CLO1100_RS01885","Flagellar basal body-associated protein FliLclb:CLO1100_RS11590"
6,"Hypothetical proteinsai:SACI_2309","Hypothetical proteinsai:SACI_0298","Hypothetical proteinsai:SACI_1964","Hypothetical proteinsai:SACI_0128(2)","Heavy metal transportersai:SACI_1692","Hypothetical proteinsai:SACI_1215"
6,"Hypothetical proteinalu:BB31_26535","Hypothetical proteinalu:BB31_03835","Hypothetical proteinalu:BB31_22750","Hypothetical proteinalu:BB31_09555","Hypothetical proteinalu:BB31_40005","Hypothetical proteinalu:BB31_33470"
6,"Tat pathway signal proteinsyd:SYNCC9605_RS09250","Hypothetical proteinsyd:SYNCC9605_RS07525","Hypothetical proteinsyd:SYNCC9605_RS02250","Hypothetical proteinsyd:SYNCC9605_RS03360","Hypothetical proteinsyd:SYNCC9605_RS05970","Hypothetical proteinsyd:SYNCC9605_RS05905(2)"
6,"Acetyltransferaselmd:METH_RS05690","Hypothetical proteinlmd:METH_RS12500","Hypothetical proteinlmd:METH_RS22225","Hypothetical proteinlmd:METH_RS13400","Hypothetical proteinlmd:METH_RS09510","Hypothetical proteinlmd:METH_RS09800"
6,"Hypothetical proteinacn:ACIS_RS02620","Hypothetical proteinacn:ACIS_RS02840(1)","Predicted in CGMacn:ACIS_RS02840(2)","Ankyrinacn:ACIS_RS02785(4)","Hypothetical proteinacn:ACIS_RS02840(3)","Ankyrinacn:ACIS_RS02585(6)"
6,"Hypothetical proteingm04433:AA956_RS19030","Hypothetical proteingm04433:AA956_RS06225","Hypothetical proteingm04433:AA956_RS01190","Hypothetical proteingm04433:AA956_RS03455","Hypothetical proteingm04433:AA956_RS05735","Hypothetical proteingm04433:AA956_RS07155"
6,"Hypothetical proteinfsy:FSYMDG_RS17150","Hypothetical proteinfsy:FSYMDG_RS17110","Hypothetical proteinfsy:FSYMDG_RS17090","Hypothetical proteinfsy:FSYMDG_RS17125","Hypothetical proteinfsy:FSYMDG_RS17145","Hypothetical proteinfsy:FSYMDG_RS17115"
6,"Conserved Plasmodium proteinpfa:PF11_0482(1)","Conserved Plasmodium protein, unknown functionpfa:PFE1280W","Conserved Plasmodium membrane proteinpfa:PFL1825W","Conserved Plasmodium proteinpfa:PF10_0336","Conserved Plasmodium protein, unknown functionpfa:PF14_0592","Conserved Plasmodium protein, unknown functionpfa:PF07_0012(2)"
6,"Fe-S oxidoreductasetcb:TCARB_0561","Hypothetical proteintcb:TCARB_0436","Hypothetical proteintcb:TCARB_1280","Hypothetical proteintcb:TCARB_1838","Hypothetical proteintcb:TCARB_1396","Hypothetical proteintcb:TCARB_1281"
6,"Hypothetical proteingm04291:LFA_RS00050","Substrate of the Dot/Icm secretion systemgm04291:LFA_RS09015","Hypothetical proteingm04291:LFA_RS00200","Membrane proteingm04291:LFA_RS00205","Hypothetical proteingm04291:LFA_RS01390","Hypothetical proteingm04291:LFA_RS02030"
6,"CAAX amino proteasemcl:MCCL_RS03465","RNA-binding proteinmcl:MCCL_RS10140","Hypothetical proteinmcl:MCCL_RS05635","Hypothetical proteinmcl:MCCL_RS06145","GrpBmcl:MCCL_RS02625","Multidrug resistance efflux pump SepAmcl:MCCL_RS01670"
6,"EF-1 guanine nucleotide exchange domain-containing proteinsyg:SYNC_RS04295","Hypothetical proteinsyg:SYNC_RS10685","Membrane proteinsyg:SYNC_RS08495","Hypothetical proteinsyg:SYNC_RS05035","Hypothetical proteinsyg:SYNC_RS12775","RNA helicasesyg:SYNC_RS12850"
6,"Hypothetical proteingm03991:G293_RS01035","Hypothetical proteingm03991:G293_RS04460","Hypothetical proteingm03991:G293_RS00130","Hypothetical proteingm03991:G293_RS00055","DNA polymerase III subunits gamma and taugm03991:G293_RS02310","Peptidoglycan binding proteingm03991:G293_RS02795"
6,"Hypothetical proteingm04450:DR93_RS06725","Hypothetical proteingm04450:DR93_RS06290","Hypothetical proteingm04450:DR93_RS03405","Hypothetical proteingm04450:DR93_RS03820","Hypothetical proteingm04450:DR93_RS04735","Hypothetical proteingm04450:DR93_RS05090"
6,"Hypothetical proteinslr:L21SP2_RS15410","Hypothetical proteinslr:L21SP2_RS14275","Cobyrinic acid a,c-diamide synthaseslr:L21SP2_RS10625(2)","Von Willebrand factor A proteinslr:L21SP2_RS14250","Hypothetical proteinslr:L21SP2_RS00710","Hypothetical proteinslr:L21SP2_RS15270"
6,"Hypothetical proteinses:PS3260","Hypothetical proteinses:PS359","Hypothetical proteinses:PS4219","Hypothetical proteinses:SARI_03189","Hypothetical proteinses:PS1073","Predicted in CGMses:PS1779"
6,"Proline-rich hypothetical proteinbsb:BRESU_RS04245","Hypothetical proteinbsb:BRESU_RS04755","Hypothetical proteinbsb:BRESU_RS01485","Hypothetical proteinbsb:BRESU_RS12640","Hypothetical proteinbsb:BRESU_RS03535","Methyltransferase type 11bsb:BRESU_RS11975"
6,"Hypothetical proteindfd:DESFE_0246","Hypothetical proteindfd:DESFE_0509","Hypothetical proteindfd:DESFE_0013","Hypothetical proteindfd:DESFE_0882","Tfp pilus assembly protein tip-associated adhesin PilY1-like proteindfd:DESFE_0242(2)","Hypothetical proteindfd:DESFE_1137"
6,"Conserved Plasmodium protein, unknown functionpfa:MAL7P1.107","Conserved Plasmodium proteinpfa:PF10_0034(1)","Endonuclease (xp-g/RAD2 homologue)pfa:PFE0140C","Conserved Plasmodium protein, unknown functionpfa:PF13_0281","Conserved Plasmodium membrane protein, unknown functionpfa:PF14_0682","Transcription factor with AP2 domain(s), putativepfa:PFF0550W"
6,"Hypothetical proteingm04291:LFA_RS11230","Hypothetical proteingm04291:LFA_RS00360","Dot/Icm T4SS effectorgm04291:LFA_RS00490","Hypothetical proteingm04291:LFA_RS05670","Hypothetical proteingm04291:LFA_RS16695","L-gulono-gamma-lactone oxidasegm04291:LFA_RS08160"
6,"Hypothetical proteingm04052:LT85_RS18665","Hypothetical proteingm04052:LT85_RS04930","Hypothetical proteingm04052:LT85_RS21865","Hypothetical proteingm04052:LT85_RS24270","Flagellar hook-length control proteingm04052:LT85_RS08475","Hypothetical proteingm04052:LT85_RS04040"
6,"Hypothetical proteinapk:APA386B_RS04810","Predicted in CGMapk:APA386B_RS04690(1)","Hypothetical proteinapk:APA386B_RS13180","Hypothetical proteinapk:APA386B_RS05385","Monooxygenase FAD-bindingapk:APA386B_RS04375(3)","Hypothetical proteinapk:APA386B_RS09305"
6,"Apolipoprotein A1/A4/Egm04171:AAW08_RS13275","Hypothetical proteingm04171:AAW08_RS15305","Hypothetical proteingm04171:AAW08_RS13955","Hypothetical proteingm04171:AAW08_RS04050","Hypothetical proteingm04171:AAW08_RS12195","Hypothetical proteingm04171:AAW08_RS04190"
6,"Hypothetical proteinpai:PAE2823","Hypothetical proteinpai:PAE1820","Hypothetical proteinpai:PAE3009","Hypothetical proteinpai:PAE3397","Predicted in CGMpai:PS3324","CobQ/CobB/MinD/ParA nucleotide binding domain-containing proteinpai:PAE3393"
6,"Hypothetical proteinaja:AJAP_RS04405","Hypothetical proteinaja:AJAP_RS28850","Hypothetical proteinaja:AJAP_RS05665","Hypothetical proteinaja:AJAP_RS36980","Hypothetical proteinaja:AJAP_RS04970","Hypothetical proteinaja:AJAP_RS28860"
